cosine_similarity,manhattan_distance,word_count_similarity,ner_similarity
0.9265682196635258,35.26052,0.7777777777777778,0
0.8664243457417119,43.756145,0.4666666666666667,5
0.7413535241726388,75.241974,0.5833333333333334,5
0.708354179863975,63.657757,0.3888888888888889,0
0.5115462758690839,88.73106,0.3684210526315789,6
0.676230846320254,87.641235,0.6666666666666666,15
0.41458297425540325,91.470795,0.17647058823529413,0
0.9389317839245285,38.758816,0.625,1
0.43067539167790014,104.04176,0.29411764705882354,0
0.9781670736771659,22.573343,0.8,0
0.6587997437915968,80.464096,0.5714285714285714,6
0.9304340034543448,33.44351,0.75,0
0.5979660374825455,90.438736,0.23076923076923078,0
0.7268962943821193,78.32857,0.5,5
0.9044220586330962,44.450756,0.6666666666666666,1
0.4752843086890739,92.37649,0.47058823529411764,0
0.7970843551342233,64.33456,0.4666666666666667,0
0.8406347746848271,55.047638,0.5,0
0.4826088131316575,94.50534,0.35294117647058826,0
0.9718637911685745,21.520584,0.7647058823529411,0
0.7045992003408877,83.954346,0.6,0
0.6587957956606311,69.1825,0.5714285714285714,0
0.9203523608000911,38.62121,0.6842105263157895,2
0.6870517303322331,85.03323,0.5454545454545454,0
0.9386008598003135,44.606495,0.5454545454545454,10
0.8644559600415227,50.472664,0.4,0
0.7236351833794787,65.25548,0.6470588235294118,10
0.635201719612996,90.49572,0.35714285714285715,0
0.745740781485029,76.06084,0.5833333333333334,5
0.6199809481119318,69.997086,0.21052631578947367,5
0.752172716419532,65.60512,0.38095238095238093,1
0.87821072043366,52.88183,0.5263157894736842,3
0.834186714220329,61.115746,0.6,5
0.6252845114605299,102.40269,0.4444444444444444,0
0.7682385297328674,76.30777,0.4166666666666667,0
0.7443802653075865,63.2276,0.4,10
0.44207501531524884,112.384674,0.23076923076923078,0
0.7776383398881531,74.85193,0.6,0
0.9580474449481597,23.580988,0.6923076923076923,6
0.7011042383059636,85.48004,0.4,0
0.9127572668668851,38.834854,0.65,5
0.7614348132560173,75.09912,0.4444444444444444,0
0.9192881960305096,40.72973,0.7272727272727273,0
0.622263697988631,84.10555,0.2727272727272727,0
0.612890438134564,80.293945,0.4375,15
0.8467155025849611,47.378338,0.7333333333333333,4
0.7632974104198107,74.83989,0.6666666666666666,15
0.8019912917106368,67.642456,0.5,0
0.9075266936621591,37.75607,0.6666666666666666,6
0.9888300569356617,16.72039,0.9,0
0.6203740564484885,85.63831,0.25,0
0.9230386785095677,42.951263,0.6666666666666666,5
0.9999999758201861,0.0,1.0,0
0.5375871951625982,91.221375,0.375,0
0.8267530511494882,64.06299,0.35714285714285715,0
0.8567046798279749,43.668938,0.5882352941176471,1
0.6789923535410457,84.04685,0.6,6
0.7980632080715567,63.72425,0.36363636363636365,0
0.7351111565267902,79.73079,0.5,0
0.8984437138450472,42.02343,0.5789473684210527,6
0.5821581173841386,82.879234,0.35,1
0.5184435758828546,99.19823,0.21428571428571427,0
0.7695379643933692,70.91617,0.4,5
0.8623174381741194,49.66819,0.7333333333333333,0
0.8729769660170085,44.605797,0.38461538461538464,0
0.7799078357616042,58.46602,0.4666666666666667,4
0.7135085618601764,71.75623,0.5384615384615384,0
0.8879414620012924,52.09151,0.45454545454545453,0
0.7441575148635641,64.04883,0.43478260869565216,7
0.885140247732326,50.494415,0.5454545454545454,2
0.771185339773595,62.90717,0.43478260869565216,5
0.8580809558827119,52.555725,0.5263157894736842,0
0.9117909685877108,35.671516,0.8947368421052632,10
0.832077660164017,58.508484,0.7,10
0.4467787830006691,123.15046,0.3333333333333333,0
0.9170101819076611,41.626194,0.8,1
0.6327545418753537,87.48084,0.5,0
0.9598429354384255,26.275763,0.6666666666666666,6
0.9546360327614642,27.412458,0.7058823529411765,0
0.825353037126421,57.585583,0.7272727272727273,1
0.8777896189143278,46.451103,0.5238095238095238,1
0.3364262648001286,123.23807,0.3157894736842105,2
0.9063152977394607,40.169113,0.5294117647058824,1
0.8771318715424499,58.273853,0.4444444444444444,0
0.517811820182455,82.16096,0.16666666666666666,0
0.6523278051926796,87.998184,0.3333333333333333,0
0.7406765108829187,69.42089,0.42105263157894735,0
0.953817386384684,30.590199,0.625,1
0.8991921093177093,47.445465,0.6363636363636364,0
0.8834895351730231,58.041855,0.7142857142857143,0
0.8465946486094713,45.55639,0.4117647058823529,0
0.33345797249204745,121.331505,0.16666666666666666,0
0.46096592653284674,80.76902,0.15789473684210525,0
0.938515291916633,34.276443,0.6875,1
0.6338679449691976,79.30178,0.3333333333333333,0
0.5089494778524581,100.89533,0.45454545454545453,0
0.7380616291470546,74.2627,0.23529411764705882,0
0.5457941348032526,118.97872,0.2,0
0.6139086151097171,95.059845,0.2,0
0.9598597836066403,26.560183,0.8888888888888888,6
0.8218302561488954,63.31729,0.3333333333333333,0
0.5664808029632227,111.34436,0.2727272727272727,0
0.7929640667345947,55.22637,0.4090909090909091,0
0.7376537193490587,64.32626,0.5333333333333333,0
0.7980484433060955,69.270775,0.5,1
0.863969427661539,54.077446,0.2727272727272727,0
0.7266519537740783,87.927795,0.625,1
0.7568915973126068,69.91519,0.6363636363636364,1
0.8329039561636103,63.328033,0.2222222222222222,0
0.9256487327486685,37.11946,0.8333333333333334,8
0.8069121286032005,49.21479,0.6111111111111112,1
0.8839414462819931,48.66603,0.42857142857142855,0
0.8138970345026749,57.480656,0.42857142857142855,0
0.6287175921283765,76.579666,0.3,0
0.5781307864762136,69.29882,0.21052631578947367,0
0.5866434678165641,97.746735,0.2727272727272727,0
0.6400014928411693,70.78972,0.2777777777777778,5
0.9306775921705462,35.847397,0.6666666666666666,5
0.8007651111687331,58.78354,0.2631578947368421,0
0.9778571767681079,21.589561,0.7368421052631579,5
0.8371039782442181,53.801773,0.6842105263157895,2
0.965616198626913,24.208065,0.875,5
0.9113165310212542,41.776554,0.5625,0
0.7838431343971588,66.140495,0.5333333333333333,5
0.8064045760771169,68.873924,0.5,1
0.8759311976758304,49.206062,0.7333333333333333,7
0.8628144698098971,51.011745,0.6666666666666666,0
0.905370533903371,41.943443,0.625,1
0.9517208795479525,33.302803,0.7692307692307693,2
0.9468450525326293,30.067299,0.9285714285714286,5
0.6408562264138008,78.53883,0.4444444444444444,6
0.8026955187438288,63.376938,0.46153846153846156,5
0.7046369177092433,71.06395,0.4166666666666667,1
0.8762493455366263,42.607418,0.6923076923076923,0
0.8863918657016239,49.11973,0.9166666666666666,11
0.8060869278015887,61.912697,0.46153846153846156,0
0.5438903259379271,109.213776,0.6,5
0.921712751236397,46.5179,0.75,5
